14:05:05.114 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 2388 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration)
15:51:01.203 [cluster-ClusterId{value='68b4220b72f058b7f9892a51', description='Cluster0'}-ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=386238000, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acb5f820fc1ae4f1e648ae, counter=4}, lastWriteDate=Sun Aug 31 15:51:00 IST 2025, lastUpdateTimeNanos=87526533470000}
15:51:01.207 [cluster-ClusterId{value='68b4220b72f058b7f9892a51', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 with max election id 7fffffff00000000000000aa and max set version 22
15:51:02.380 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
15:51:03.137 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
15:51:03.188 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
15:51:03.205 [main] INFO  i.s.m.SpringBootJournalAppApplication - Started SpringBootJournalAppApplication in 6.244 seconds (process running for 8.236)
15:51:16.779 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
15:51:16.779 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
15:51:16.782 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 3 ms
15:55:37.031 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 5480 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration)
15:55:37.033 [main] INFO  i.s.m.SpringBootJournalAppApplication - No active profile set, falling back to 1 default profile: "default"
15:55:37.669 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
15:55:37.729 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 52 ms. Found 2 MongoDB repository interfaces.
15:55:38.170 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
15:55:38.184 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
15:55:38.185 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
15:55:38.186 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
15:55:38.239 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
15:55:38.240 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1144 ms
15:55:38.622 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/21.0.7+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='manashbarman007', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@7fef0b40, com.mongodb.Jep395RecordCodecProvider@5f395ce1, com.mongodb.KotlinCodecProvider@19f02280]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.zr6vo9n.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-10autu-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
15:55:38.847 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 to client view of cluster
15:55:38.879 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017 to client view of cluster
15:55:38.884 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017 to client view of cluster
15:55:38.954 [main] INFO  org.mongodb.driver.cluster - Waiting for server to become available for operation with ID 5. Remaining time: 29991 ms. Selector: WritableServerSelector, topology description: {type=REPLICA_SET, servers=[{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}, {address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=UNKNOWN, state=CONNECTING}].
15:55:39.767 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=432308300, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acb5f820fc1ae4f1e648ae, counter=4}, lastWriteDate=Sun Aug 31 15:55:35 IST 2025, lastUpdateTimeNanos=87805095848100}
15:55:39.767 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=336711200, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000aa, setVersion=22, topologyVersion=TopologyVersion{processId=68acb81bf65f8e35fcdc8746, counter=6}, lastWriteDate=Sun Aug 31 15:55:35 IST 2025, lastUpdateTimeNanos=87805096069400}
15:55:39.767 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=424922000, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acbb247528d3bae1cf317a, counter=3}, lastWriteDate=Sun Aug 31 15:55:35 IST 2025, lastUpdateTimeNanos=87805095848200}
15:55:39.770 [cluster-ClusterId{value='68b42322917a0828582f5f48', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 with max election id 7fffffff00000000000000aa and max set version 22
15:55:40.747 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
15:55:41.009 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
15:55:41.022 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
15:55:41.030 [main] INFO  i.s.m.SpringBootJournalAppApplication - Started SpringBootJournalAppApplication in 4.487 seconds (process running for 5.807)
15:55:45.327 [http-nio-8080-exec-3] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
15:55:45.329 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
15:55:45.331 [http-nio-8080-exec-3] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 2 ms
15:59:51.657 [RMI TCP Connection(6)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
15:59:51.870 [RMI TCP Connection(6)-127.0.0.1] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
15:59:51.906 [tomcat-shutdown] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
15:59:51.956 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
15:59:51.967 [RMI TCP Connection(6)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
16:00:16.840 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 9152 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootExternalApiIntegration)
16:00:16.843 [main] INFO  i.s.m.SpringBootJournalAppApplication - No active profile set, falling back to 1 default profile: "default"
16:00:19.364 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
16:00:19.622 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 225 ms. Found 2 MongoDB repository interfaces.
16:00:21.788 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
16:00:21.851 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
16:00:21.871 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
16:00:21.875 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
16:00:22.194 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
16:00:22.196 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 5260 ms
16:00:25.874 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 to client view of cluster
16:00:25.882 [main] INFO  org.mongodb.driver.client - MongoClient with metadata {"application": {"name": "Cluster0"}, "driver": {"name": "mongo-java-driver|sync|spring-boot", "version": "5.5.1"}, "os": {"type": "Windows", "name": "Windows 11", "architecture": "amd64", "version": "10.0"}, "platform": "Java/Eclipse Adoptium/21.0.7+6-LTS"} created with settings MongoClientSettings{readPreference=primary, writeConcern=WriteConcern{w=majority, wTimeout=null ms, journal=null}, retryWrites=true, retryReads=true, readConcern=ReadConcern{level=null}, credential=MongoCredential{mechanism=null, userName='manashbarman007', source='admin', password=<hidden>, mechanismProperties=<hidden>}, transportSettings=null, commandListeners=[], codecRegistry=ProvidersCodecRegistry{codecProviders=[ValueCodecProvider{}, BsonValueCodecProvider{}, DBRefCodecProvider{}, DBObjectCodecProvider{}, DocumentCodecProvider{}, CollectionCodecProvider{}, IterableCodecProvider{}, MapCodecProvider{}, GeoJsonCodecProvider{}, GridFSFileCodecProvider{}, Jsr310CodecProvider{}, JsonObjectCodecProvider{}, BsonCodecProvider{}, EnumCodecProvider{}, com.mongodb.client.model.mql.ExpressionCodecProvider@29013ef2, com.mongodb.Jep395RecordCodecProvider@265c1a7c, com.mongodb.KotlinCodecProvider@5b2b8d86]}, loggerSettings=LoggerSettings{maxDocumentLength=1000}, clusterSettings={hosts=[127.0.0.1:27017], srvHost=cluster0.zr6vo9n.mongodb.net, srvServiceName=mongodb, mode=MULTIPLE, requiredClusterType=REPLICA_SET, requiredReplicaSetName='atlas-10autu-shard-0', serverSelector='null', clusterListeners='[]', serverSelectionTimeout='30000 ms', localThreshold='15 ms'}, socketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=0, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, heartbeatSocketSettings=SocketSettings{connectTimeoutMS=10000, readTimeoutMS=10000, receiveBufferSize=0, proxySettings=ProxySettings{host=null, port=null, username=null, password=null}}, connectionPoolSettings=ConnectionPoolSettings{maxSize=100, minSize=0, maxWaitTimeMS=120000, maxConnectionLifeTimeMS=0, maxConnectionIdleTimeMS=0, maintenanceInitialDelayMS=0, maintenanceFrequencyMS=60000, connectionPoolListeners=[], maxConnecting=2}, serverSettings=ServerSettings{heartbeatFrequencyMS=10000, minHeartbeatFrequencyMS=500, serverMonitoringMode=AUTO, serverListeners='[]', serverMonitorListeners='[]'}, sslSettings=SslSettings{enabled=true, invalidHostNameAllowed=false, context=null}, applicationName='Cluster0', compressorList=[], uuidRepresentation=JAVA_LEGACY, serverApi=null, autoEncryptionSettings=null, dnsClient=null, inetAddressResolver=null, contextProvider=null, timeoutMS=null}
16:00:25.912 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017 to client view of cluster
16:00:25.917 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-srv-cluster0.zr6vo9n.mongodb.net] INFO  org.mongodb.driver.cluster - Adding discovered server ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017 to client view of cluster
16:00:30.243 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=691253100, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az2'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acbb247528d3bae1cf317a, counter=3}, lastWriteDate=Sun Aug 31 16:00:29 IST 2025, lastUpdateTimeNanos=88095574253100}
16:00:30.245 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_SECONDARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=695389400, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az1'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=null, setVersion=22, topologyVersion=TopologyVersion{processId=68acb5f820fc1ae4f1e648ae, counter=4}, lastWriteDate=Sun Aug 31 16:00:29 IST 2025, lastUpdateTimeNanos=88095573063600}
16:00:30.249 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Monitor thread successfully connected to server with description ServerDescription{address=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, type=REPLICA_SET_PRIMARY, cryptd=false, state=CONNECTED, ok=true, minWireVersion=0, maxWireVersion=25, maxDocumentSize=16777216, logicalSessionTimeoutMinutes=30, roundTripTimeNanos=690682100, minRoundTripTimeNanos=0, setName='atlas-10autu-shard-0', canonicalAddress=ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017, hosts=[ac-woofgin-shard-00-02.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-00.zr6vo9n.mongodb.net:27017, ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017], passives=[], arbiters=[], primary='ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017', tagSet=TagSet{[Tag{name='availabilityZone', value='aps1-az3'}, Tag{name='diskState', value='READY'}, Tag{name='nodeType', value='ELECTABLE'}, Tag{name='provider', value='AWS'}, Tag{name='region', value='AP_SOUTH_1'}, Tag{name='workloadType', value='OPERATIONAL'}]}, electionId=7fffffff00000000000000aa, setVersion=22, topologyVersion=TopologyVersion{processId=68acb81bf65f8e35fcdc8746, counter=6}, lastWriteDate=Sun Aug 31 16:00:29 IST 2025, lastUpdateTimeNanos=88095571324100}
16:00:30.260 [cluster-ClusterId{value='68b4244133327a1b6c759fda', description='Cluster0'}-ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017] INFO  org.mongodb.driver.cluster - Discovered replica set primary ac-woofgin-shard-00-01.zr6vo9n.mongodb.net:27017 with max election id 7fffffff00000000000000aa and max set version 22
16:00:32.167 [main] INFO  o.s.s.c.a.a.c.InitializeUserDetailsBeanManagerConfigurer$InitializeUserDetailsManagerConfigurer - Global AuthenticationManager configured with UserDetailsService bean with name userDetailsServiceImpl
16:00:33.657 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
16:00:33.746 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
16:00:33.781 [main] INFO  i.s.m.SpringBootJournalAppApplication - Started SpringBootJournalAppApplication in 19.494 seconds (process running for 25.748)
16:00:41.960 [http-nio-8080-exec-4] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
16:00:41.962 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
16:00:41.971 [http-nio-8080-exec-4] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
16:22:02.269 [RMI TCP Connection(26)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
16:22:02.606 [RMI TCP Connection(26)-127.0.0.1] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
16:22:02.638 [tomcat-shutdown] INFO  o.a.coyote.http11.Http11NioProtocol - Pausing ProtocolHandler ["http-nio-8080"]
16:22:02.687 [tomcat-shutdown] INFO  o.s.b.w.e.tomcat.GracefulShutdown - Graceful shutdown complete
16:22:02.698 [RMI TCP Connection(26)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
23:44:36.632 [main] INFO  i.s.m.SpringBootJournalAppApplication - Starting SpringBootJournalAppApplication using Java 21.0.7 with PID 12964 (D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootValueAnnotation\target\classes started by lenovo in D:\Workspace\workspace-spring-tools-for-eclipse-4.31.0.RELEASE\SpringBootValueAnnotation)
23:44:36.636 [main] INFO  i.s.m.SpringBootJournalAppApplication - No active profile set, falling back to 1 default profile: "default"
23:44:37.902 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data MongoDB repositories in DEFAULT mode.
23:44:38.003 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 88 ms. Found 2 MongoDB repository interfaces.
23:44:38.980 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
23:44:39.008 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
23:44:39.012 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
23:44:39.013 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.44]
23:44:39.101 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
23:44:39.102 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2376 ms
